strongs,translit,bucket,final_gloss,final_source,review_flag,definition_es,dominant_gloss_share,occurrences,pct_running_tokens,tbesh_gloss,proposed_gloss,proposed_source,held_reason,rvr1960_db_form
H5163,na.cham,proper-noun,Naham,defEs-name,,"Naham, un israelita",1.000,1,0.0003,Naham,Naham,tbesh-en-placeholder,,Naham
H5164,no.cham,mechanical,arrepentimiento,definition_es-head,,"arrepentimiento, es decir desistimiento",1.000,1,0.0003,repentance,arrepentimiento,definition_es-head,,
H5165,ne.cha.mah,mechanical,consolación,definition_es-head,,consolación,1.000,2,0.0007,comfort,consolación,definition_es-head,,
H5166,ne.chem.yah,proper-noun,Nehemías,defEs-name,,"Nehemías, el nombre de tres israelitas",1.000,8,0.0026,Nehemiah,Nehemiah,tbesh-en-placeholder,,Nehemías
H5167,na.cha.ma.ni,proper-noun,Nahamani,defEs-name,,"Nahamani, un israelita",1.000,1,0.0003,Nahamani,Nahamani,tbesh-en-placeholder,,Nahamani
H5168,nach.nu,mechanical,nosotros,definition_es-head,,nosotros,1.000,5,0.0016,we,nosotros,definition_es-head,,
H5169,na.chats,mechanical,instar / apremiar,tbesh-head-es,,,1.000,1,0.0003,to urge,,tbesh-untranslated,,
H5170,na.char,judgment,resoplido,definition_es-head,,un resoplido,0.500,2,0.0007,snorting,,,no dominant sense (top 0.50),
H5171,na.cha.ray,proper-noun,Naharai / Nacrai,defEs-name,,"Naharai o Nacrai, un israelita",1.000,2,0.0007,Naharai,Naharai,tbesh-en-placeholder,,Naharai
H5172,na.chash,judgment,adivinar,tbesh-head-es,,"raíz primitiva; propiamente, silbar, es decir, susurrar un hechizo (mágico); ge…",0.545,11,0.0036,to divine,,,no dominant sense (top 0.55),
H5173,na.chash,judgment,encantamiento o augurio,definition_es-head,,un encantamiento o augurio,0.500,2,0.0007,divination,,,no dominant sense (top 0.50),
H5174,ne.chash,judgment,"cobre, bronce",definition_es-head,,"(arameo) cobre, bronce",0.667,9,0.0030,bronze,,,no dominant sense (top 0.67),
H5175,na.chash,mechanical,serpiente,tbesh-map,,una serpiente (por su silbido),1.000,31,0.0102,serpent,serpiente,tbesh-map,,
H5176,na.chash,proper-noun,Nahas,defEs-name,,"Nahas, el nombre de dos personas al parecer no israelitas",1.000,10,0.0033,Nahash,Nahash,tbesh-en-placeholder,,Nahas
H5177,nach.shon,proper-noun,Naasón,defEs-name,,"Naasón, un israelita",1.000,10,0.0033,Nahshon,Nahshon,tbesh-en-placeholder,,Naasón
H5178,ne.cho.shet,mechanical,bronce,tbesh-map,,"cobre; de ahí, algo hecho de ese metal, es decir, moneda, un grillete; figurati…",0.907,140,0.0459,bronze,bronce,tbesh-map,,
H5179,ne.chush.ta,proper-noun,Nehusta,defEs-name,,"Nehusta, una israelita",1.000,1,0.0003,Nehushta,Nehushta,tbesh-en-placeholder,,Nehusta
H5180,ne.chush.tan,proper-noun,algo hecho de cobre,defEs-name,,"algo hecho de cobre, es decir la serpiente de cobre del desierto",1.000,1,0.0003,Nehushtan,Nehushtan,tbesh-en-placeholder,,
H5181,na.chat,judgment,hundirse,definition_es-head,,"hundirse, es decir descender; causativamente, presionar o conducir hacia abajo",0.182,11,0.0036,to descend,,,no dominant sense (top 0.18),
H5182,ne.chat,judgment,descender,definition_es-head,,"(arameo) descender; causativamente, llevarse, depositar, deponer",0.500,6,0.0020,to descend,,,no dominant sense (top 0.50),
H5183,na.chat,judgment,descenso,definition_es-head,,"un descenso, es decir, imposición, desfavorable (castigo) o favorable (alimento…",0.429,7,0.0023,quietness,,,no dominant sense (top 0.43),
H5184,na.chat,proper-noun,Nahat,defEs-name,,"Nahat, nombre de un edomita y de dos israelitas",1.000,5,0.0016,Nahath,Nahath,tbesh-en-placeholder,,Nahat
H5185,na.chet,mechanical,descendente,definition_es-head,,descendente,1.000,1,0.0003,descended,descendente,definition_es-head,,
H5186,na.tah,judgment,extender o desplegar,definition_es-head,,"extender o desplegar; por implicación, inclinar / desviar (incluida la desviaci…",0.336,214,0.0702,to stretch,,,no dominant sense (top 0.34),
H5187,ne.til,mechanical,cargado,definition_es-head,,cargado,1.000,1,0.0003,laden,cargado,definition_es-head,,
H5188,ne.ti.phah,mechanical,pendiente para las orejas,definition_es-head,,un pendiente para las orejas (especialmente de perlas),1.000,2,0.0007,pendant,pendiente para las orejas,definition_es-head,,
H5189,ne.ti.shah,judgment,sarmiento,definition_es-head,,"un sarmiento (como un brote), zarcillo",0.667,3,0.0010,tendril,,,no dominant sense (top 0.67),
H5190,na.tal,judgment,alzar,definition_es-head,,"alzar; por implicación, imponer",0.250,4,0.0013,to lift,,,no dominant sense (top 0.25),
H5191,ne.tal,mechanical,levantar,definition_es-head,,(arameo) levantar,1.000,2,0.0007,to lift,levantar,definition_es-head,,
H5192,ne.tel,mechanical,peso,tbesh-map,,una carga,1.000,1,0.0003,weight,peso,tbesh-map,,
H5193,na.ta,mechanical,plantar,tbesh-map,,"una raíz primitiva; propiamente, hincar, es decir, fijar; específicamente, plan…",0.931,58,0.0190,to plant,plantar,tbesh-map,,
H5194,ne.ta,judgment,planta,definition_es-head,,"una planta; colectivamente, un plantío; abstractamente, una plantación",0.500,4,0.0013,plantation,,,no dominant sense (top 0.50),
H5195,na.ti.a,mechanical,planta,definition_es-head,,una planta,1.000,1,0.0003,plant,planta,definition_es-head,,
H5196,ne.ta.im,proper-noun,Netaim,defEs-name,,"Netaim, un lugar en Palestina",1.000,1,0.0003,Netaim,Netaim,tbesh-en-placeholder,,
H5197,na.taph,judgment,rezumar,definition_es-head,,"rezumar, es decir, destilar gradualmente; por implicación, caer en gotas, gotea…",0.389,18,0.0059,to drip/prophesy,,,no dominant sense (top 0.39),
H5198,na.taph,judgment,gota,definition_es-head,,"una gota; específicamente, una goma aromática (probablemente estacte)",0.500,2,0.0007,drop,,,no dominant sense (top 0.50),
H5199,ne.to.phah,proper-noun,Netofa,defEs-name,,"Netofa, un lugar en Palestina",1.000,2,0.0007,Netophah,Netophah,tbesh-en-placeholder,,Netofa
H5200,ne.to.pha.ti,proper-noun,netofatita,defEs-gentilic,,"un netofatita, o habitante de Netofa",1.000,11,0.0036,Netophathite,Netophathite,tbesh-en-placeholder,,netofatita
H5201,na.tar,judgment,guardar,definition_es-head,,"guardar; figurativamente, abrigar (ira), guardar rencor, ser viña",0.556,9,0.0030,to keep,,,no dominant sense (top 0.56),
H5202,ne.tar,mechanical,retener,definition_es-head,,(arameo) retener,1.000,1,0.0003,to keep,retener,definition_es-head,,
H5203,na.tash,judgment,dejar / abandonar,tbesh-head-es,,"raíz primitiva; propiamente, machacar, es decir, golpear; por implicación (como…",0.525,40,0.0131,to leave,,,no dominant sense (top 0.53),
H5204,ni,mechanical,lamentación,definition_es-head,,lamentación,1.000,1,0.0003,wailing,lamentación,definition_es-head,,
H5205,nid,mechanical,movimiento,definition_es-head,,movimiento (de los labios al hablar),1.000,1,0.0003,solace,movimiento,definition_es-head,,
H5206,ni.dah,mechanical,traslado,definition_es-head,,"traslado, es decir exilio",1.000,1,0.0003,filth,traslado,definition_es-head,,
H5207,ni.cho.ach,mechanical,reposado,definition_es-head,,"o נִיחֹחַ; de H5117 (נוּחַ); propiamente, reposado, es decir, agradable; abstra…",1.000,43,0.0141,soothing,reposado,definition_es-head,,
H5208,ni.cho.ach,mechanical,placer,definition_es-head,,(arameo) placer,1.000,2,0.0007,soothing,placer,definition_es-head,,
H5209,nin,mechanical,progenie,definition_es-head,,progenie (descendencia),1.000,3,0.0010,offspring,progenie,definition_es-head,,
H5210,nin.veh,proper-noun,Nínive,defEs-name,,"Nínive, la capital de Asiria",1.000,17,0.0056,Nineveh,Nineveh,tbesh-en-placeholder,,Nínive
H5212,ni.san,proper-noun,Nisán,defEs-name,,"Nisán, el primer mes del año sagrado judío",1.000,2,0.0007,Nisan,Nisan,tbesh-en-placeholder,,Nisán
H5213,ni.tsots,mechanical,chispa,definition_es-head,,una chispa,1.000,1,0.0003,spark,chispa,definition_es-head,,
H5214,nir,mechanical,quebrar,tbesh-map,,labrar la tierra,1.000,2,0.0007,to break,quebrar,tbesh-map,,
H5215,nir,mechanical,arada,definition_es-head,,"o נִר; de H5214 (נִיר); propiamente, la arada, es decir (concretamente) tierra…",1.000,3,0.0010,fallow ground,arada,definition_es-head,,
H5216,ner,judgment,lámpara,definition_es-head,,"una lámpara (es decir, el mechero) o luz (literal o figuradamente)",0.755,49,0.0161,lamp,,,no dominant sense (top 0.76),
H5217,na.kah,mechanical,golpear,definition_es-head,,"golpear, es decir ahuyentar",1.000,1,0.0003,to whip,golpear,definition_es-head,,
H5218,na.ka,judgment,herido,definition_es-head,,"herido, es decir (figurativamente) afligido",0.750,4,0.0013,stricken,,,no dominant sense (top 0.75),
H5219,ne.khot,mechanical,golpe,definition_es-head,,"propiamente, un golpe, es decir (concretamente) una goma aromática (tal vez est…",1.000,2,0.0007,tragacanth gum,golpe,definition_es-head,,
H5220,ne.khed,mechanical,descendencia,definition_es-head,,descendencia (prole),1.000,3,0.0010,progeny,descendencia,definition_es-head,,
H5221,na.khah,judgment,golpear,definition_es-head,,"golpear (leve o severamente, literal o figuradamente)",0.317,499,0.1636,to smite,,,no dominant sense (top 0.32),
H5222,ne.kheh,mechanical,golpeador,definition_es-head,,"un golpeador, es decir (figuradamente) difamador",1.000,1,0.0003,smitten,golpeador,definition_es-head,,
H5223,na.kheh,mechanical,herido,definition_es-head,,"herido, es decir (literalmente) lisiado, o (figurativamente) abatido",1.000,3,0.0010,crippled,herido,definition_es-head,,
H5224,ne.kho,proper-noun,Necao,defEs-name,,"Necao, un rey egipcio",1.000,8,0.0026,Neco,Neco,tbesh-en-placeholder,,Necao
H5225,na.khon,proper-noun,Nacón,defEs-name,,"Nacón, probablemente un israelita",1.000,1,0.0003,Nacon,Nacon,tbesh-en-placeholder,,Nacón
H5227,no.khach,judgment,antes / delante,tbesh-head-es,,"de la misma raíz que H5226 (נֵכַח); propiamente, la parte delantera; usado adve…",0.520,25,0.0082,before,,,no dominant sense (top 0.52),
H5228,na.kho.ach,judgment,recto,definition_es-head,,"recto, es decir (figurativamente) equitativo, correcto, o (abstractamente) inte…",0.750,4,0.0013,straightforward,,,no dominant sense (top 0.75),
H5229,ne.kho.chah,judgment,rectitud,definition_es-head,,"femenino de H5228 (נָכֹחַ); propiamente, rectitud, es decir (figurativamente) i…",0.750,4,0.0013,upright,,,no dominant sense (top 0.75),
H5230,na.khal,judgment,defraudar,definition_es-head,,"defraudar, es decir actuar con engaño",0.500,4,0.0013,to plot,,,no dominant sense (top 0.50),
H5231,ne.khel,mechanical,engaño,definition_es-head,,engaño,1.000,1,0.0003,trick,engaño,definition_es-head,,
H5232,ne.khas,mechanical,tesoro,definition_es-head,,(arameo) tesoro,1.000,2,0.0007,wealth,tesoro,definition_es-head,,
H5233,ne.khes,mechanical,tesoro,definition_es-head,,tesoro (riquezas),1.000,5,0.0016,wealth,tesoro,definition_es-head,,
H5234,na.khar,judgment,reconocer,tbesh-head-es,,"una raíz primitiva; propiamente, escrutar, es decir, mirar atentamente; de ahí…",0.429,49,0.0161,to recognize,,,no dominant sense (top 0.43),
H5235,ne.kher,mechanical,algo extraño,definition_es-head,,"algo extraño, es decir calamidad inesperada",1.000,2,0.0007,misfortune,algo extraño,definition_es-head,,
H5236,ne.khar,mechanical,extranjero,tbesh-map,,"extranjero, o (concretamente) un extranjero, o (abstractamente) la gentilidad",1.000,36,0.0118,foreign,extranjero,tbesh-map,,
H5237,nokh.ri,judgment,extraño,definition_es-head,,"extraño, en diversos grados y aplicaciones (extranjero, no pariente, adúltero,…",0.556,45,0.0148,foreign,,,no dominant sense (top 0.56),
H5238,ne.khot,mechanical,especiería,definition_es-head,,"especiería, es decir (en general) objetos de valor",1.000,2,0.0007,treasure,especiería,definition_es-head,,
H5239,na.lah,mechanical,completar,definition_es-head,,completar,1.000,1,0.0003,to cease,completar,definition_es-head,,
H5240,ne.miv.zeh,mechanical,despreciado,definition_es-head,,despreciado,1.000,1,0.0003,vile,despreciado,definition_es-head,,
H5241,ne.mu.el,proper-noun,Nemuel,defEs-name,,"Nemuel, nombre de dos israelitas",1.000,3,0.0010,Nemuel,Nemuel,tbesh-en-placeholder,,Nemuel
H5242,ne.mu.e.li,proper-noun,nemuelita,defEs-gentilic,,"un nemuelita, descendiente de Nemuel",1.000,1,0.0003,Nemuelite,Nemuelite,tbesh-en-placeholder,,nemuelitas
H5243,ma.lal,mechanical,ser cortado o,definition_es-head,,ser cortado o (específicamente) circuncidado,1.000,4,0.0013,to languish,ser cortado o,definition_es-head,,
H5244,ne.ma.lah,mechanical,hormiga,definition_es-head,,una hormiga (probablemente por su forma casi partida en dos),1.000,2,0.0007,ant,hormiga,definition_es-head,,
H5245,ne.mar,mechanical,leopardo,definition_es-head,,(arameo) un leopardo (por sus rayas),1.000,1,0.0003,leopard,leopardo,definition_es-head,,
H5246,na.mer,mechanical,leopardo,definition_es-head,,un leopardo (por sus rayas),1.000,6,0.0020,leopard,leopardo,definition_es-head,,
H5247,nim.rah,proper-noun,Nimra,defEs-name,,"Nimra, un lugar al este del Jordán",1.000,1,0.0003,Nimrah,Nimrah,tbesh-en-placeholder,,Nimra
H5248,nim.rod,proper-noun,Nimrod,defEs-name,,"Nimrod, un hijo de Cus",1.000,4,0.0013,Nimrod,Nimrod,tbesh-en-placeholder,,Nimrod
H5249,nim.rim,proper-noun,Nimrim,defEs-name,,"Nimrim, un lugar al este del Jordán",1.000,2,0.0007,Nimrim,Nimrim,tbesh-en-placeholder,,Nimrim
H5250,nim.shi,proper-noun,Nimsi,defEs-name,,"Nimsi, el (a)buelo de Jehú",1.000,5,0.0016,Nimshi,Nimshi,tbesh-en-placeholder,,Nimsi
H5251,nes,mechanical,estandarte,definition_es-head,,"un estandarte; también una vela; por implicación, un asta de bandera; generalme…",0.857,21,0.0069,ensign,estandarte,definition_es-head,,
H5252,ne.sib.bah,mechanical,entorno,definition_es-head,,"propiamente, un entorno, es decir circunstancia o giro de los sucesos",1.000,1,0.0003,turn,entorno,definition_es-head,,
H5253,na.sag,judgment,"retroceder, retirarse",definition_es-head,,"retroceder, retirarse, apartar (un lindero)",0.556,9,0.0030,to remove,,,no dominant sense (top 0.56),
H5254,na.sah,judgment,probar,definition_es-head,,"probar; por implicación, intentar",0.806,36,0.0118,to test,,,no dominant sense (top 0.81),
H5255,na.sach,judgment,arrancar,definition_es-head,,arrancar (desarraigar),0.500,4,0.0013,to pull,,,no dominant sense (top 0.50),
H5256,ne.sach,mechanical,arrancar,definition_es-head,,(arameo) arrancar,1.000,1,0.0003,to pull away,arrancar,definition_es-head,,
H5257,ne.sikh,judgment,algo derramado,definition_es-head,,"de H5258 (נָסַךְ); propiamente, algo derramado, es decir una libación; también…",0.667,6,0.0020,prince,,,no dominant sense (top 0.67),
H5258,na.sakh,judgment,derramar,definition_es-head,,"derramar, especialmente una libación, o fundir (metal); por analogía, ungir a u…",0.840,25,0.0082,to pour,,,no dominant sense (top 0.84),
H5259,na.sakh,mechanical,entretejer,definition_es-head,,"entretejer, es decir (figuradamente) cubrir por completo",1.000,1,0.0003,to weave,entretejer,definition_es-head,,
H5260,ne.sakh,mechanical,derramar,tbesh-map,,(arameo) derramar una libación,1.000,1,0.0003,to pour,derramar,tbesh-map,,
H5261,ne.sakh,mechanical,libación,definition_es-head,,(arameo) una libación,1.000,1,0.0003,drink offering,libación,definition_es-head,,
H5262,ne.sekh,judgment,libación,definition_es-head,,una libación; también un ídolo fundido,0.672,64,0.0210,drink offering,,,no dominant sense (top 0.67),
H5263,na.sas,mechanical,menguar,definition_es-head,,"menguar, es decir estar enfermo",1.000,1,0.0003,to faint,menguar,definition_es-head,,
H5264,na.sas,judgment,levantar una señal,definition_es-head,,levantar una señal (baliza),0.500,2,0.0007,to shine,,,no dominant sense (top 0.50),
H5265,na.sa,judgment,partir / ponerse en marcha,tbesh-head-es,low-confidence,"una raíz primitiva; propiamente, arrancar, especialmente las estacas de la tien…",0.836,146,0.0479,to set out,,,no dominant sense (top 0.84),
H5266,na.saq,mechanical,subir,tbesh-map,,subir,1.000,1,0.0003,to ascend,subir,tbesh-map,,
H5267,ne.saq,mechanical,subir,definition_es-head,,(arameo) subir,1.000,1,0.0003,to take up,subir,definition_es-head,,
H5268,nis.rokh,proper-noun,Nisroc,defEs-name,,"Nisroc, un ídolo babilonio",1.000,2,0.0007,Nisroch,Nisroch,tbesh-en-placeholder,,Nisroc
H5269,ne.ah,proper-noun,Nea,defEs-name,,"Nea, un lugar en Palestina",1.000,1,0.0003,Neah,Neah,tbesh-en-placeholder,,Nea
H5270,no.ah,proper-noun,Noa,defEs-name,,"Noa, una israelita (mujer)",1.000,4,0.0013,Noah,Noah,tbesh-en-placeholder,,Noa
H5271,na.ur,judgment,"juventud, el estado",definition_es-head,,"(solo en plural colectivo o enfático) juventud, el estado (mocedad) o las perso…",0.574,47,0.0154,youth,,,no dominant sense (top 0.57),
H5272,ne.i.el,proper-noun,Neiel,defEs-name,,"Neiel, un lugar en Palestina",1.000,1,0.0003,Neiel,Neiel,tbesh-en-placeholder,,Neiel
H5273,na.im,mechanical,"deleitoso, agradable",definition_es-head,,"deleitoso, agradable (objetivo o subjetivo, literal o figurativo)",1.000,13,0.0043,pleasant,"deleitoso, agradable",definition_es-head,,
H5274,na.al,judgment,cerrojo,tbesh-head-es,,"raíz primitiva; también denominativo de H5275 (נַעַל); propiamente, sujetar, es…",0.750,8,0.0026,to lock,,,no dominant sense (top 0.75),
H5275,na.al,mechanical,sandalia,tbesh-map,,"o (femenino) נַעֲלָה; de H5274 (נָעַל); propiamente, la lengüeta de una sandali…",0.864,22,0.0072,sandal,sandalia,tbesh-map,,
H5276,na.em,judgment,"ser agradable, ameno",definition_es-head,,"ser agradable, ameno (literal o figurativamente), deleitarse",0.625,8,0.0026,be pleasant,,,no dominant sense (top 0.63),
H5277,na.am,proper-noun,Naam,defEs-name,,"Naam, un israelita",1.000,1,0.0003,Naam,Naam,tbesh-en-placeholder,,Naam
H5278,no.am,judgment,amenidad,definition_es-head,,"amenidad, es decir, deleite, conveniencia, esplendor o gracia, hermosura, favor",0.714,7,0.0023,pleasantness,,,no dominant sense (top 0.71),
H5279,na.a.mah,proper-noun,Naama,defEs-name,,"Naama, nombre de una mujer antediluviana, de una amonita, y de un lugar en Pale…",1.000,5,0.0016,Naamah,Naamah,tbesh-en-placeholder,,Naama
H5280,na.a.mi,proper-noun,naamanita,defEs-gentilic,,"un naamanita, descendientes de Naamán",1.000,1,0.0003,Naamite,Naamite,tbesh-en-placeholder,,
H5281,no.o.mi,proper-noun,Noemí,defEs-name,,"Noemí, una israelita",1.000,21,0.0069,Naomi,Naomi,tbesh-en-placeholder,,Noemí
H5282,na.a.man,mechanical,amenidad,definition_es-head,,"amenidad (plural, concretamente)",1.000,1,0.0003,pleasantness,amenidad,definition_es-head,,
H5283,na.a.man,proper-noun,Naamán,defEs-name,,"Naamán, el nombre de un israelita y de un damasceno",1.000,16,0.0052,Naaman,Naaman,tbesh-en-placeholder,,Naamán
H5284,na.a.ma.ti,proper-noun,naamatita,defEs-gentilic,,"un naamatita, o habitante de Naama",1.000,4,0.0013,Naamathite,Naamathite,tbesh-en-placeholder,,naamatita
H5285,na.a.tsuts,mechanical,zarza,definition_es-head,,"probablemente una zarza; por implicación, una espesura de matorrales espinosos",1.000,2,0.0007,thorn bush,zarza,definition_es-head,,
H5286,na.ar,mechanical,gruñir,definition_es-head,,gruñir,1.000,1,0.0003,to growl,gruñir,definition_es-head,,
H5287,na.ar,judgment,"sacudir, agitar",definition_es-head,,"sacudir, agitar, derribar",0.273,11,0.0036,to shake,,,no dominant sense (top 0.27),
H5288,na.ar,judgment,muchacho,definition_es-head,,"(concretamente) un muchacho (como activo), desde la infancia hasta la adolescen…",0.247,239,0.0784,youth,,,no dominant sense (top 0.25),
H5289,na.ar,mechanical,errante,definition_es-head,,un errante (vagabundo),1.000,1,0.0003,newborn,errante,definition_es-head,,
H5290,no.ar,mechanical,niñez,definition_es-head,,(abstractamente) la niñez (juventud),1.000,4,0.0013,youth,niñez,definition_es-head,,
H5291,na.a.rah,judgment,muchacha,definition_es-head,,una muchacha (desde la infancia hasta la adolescencia),0.619,63,0.0207,maiden,,,no dominant sense (top 0.62),
H5292,na.a.rah,proper-noun,Naara,defEs-name,,"Naara, nombre de una israelita (mujer), y de un lugar en Palestina",0.750,4,0.0013,Naarah,Naarah,tbesh-en-placeholder,,Naarat
H5293,na.a.ray,proper-noun,Naarai,defEs-name,,"Naarai, un israelita",1.000,1,0.0003,Naarai,Naarai,tbesh-en-placeholder,,Naarai
H5294,ne.ar.yah,proper-noun,Nearías,defEs-name,,"Nearías, nombre de dos israelitas",1.000,3,0.0010,Neariah,Neariah,tbesh-en-placeholder,,Nearías
H5295,na.a.ran,proper-noun,Naarán,defEs-name,,"Naarán, un lugar en Palestina",1.000,1,0.0003,Naaran,Naaran,tbesh-en-placeholder,,Naarán
H5296,ne.o.ret,mechanical,algo sacudido,definition_es-head,,"algo sacudido, es decir estopa (el desecho del lino)",1.000,2,0.0007,tow,algo sacudido,definition_es-head,,
H5297,noph,proper-noun,Nof,defEs-name,,"Nof (Menfis), la capital del Alto Egipto",1.000,7,0.0023,Memphis,Memphis,tbesh-en-placeholder,,
H5298,ne.pheg,proper-noun,Nefeg,defEs-name,,"Nefeg, nombre de dos israelitas",1.000,4,0.0013,Nepheg,Nepheg,tbesh-en-placeholder,,Nefeg
H5299,na.phah,judgment,altura,definition_es-head,,una altura; también un cedazo (tamiz),0.500,2,0.0007,height,,,no dominant sense (top 0.50),
H5300,ne.phush.sim,proper-noun,Nefusesim,defEs-name,,"Nefusesim, un sirviente del templo",1.000,1,0.0003,Nephushesim,Nephushesim,tbesh-en-placeholder,,
H5301,na.phach,judgment,"soplar, en varias aplicaciones",definition_es-head,,"soplar, en varias aplicaciones (literalmente, inflar, soplar fuerte, esparcir,…",0.333,12,0.0039,to breathe,,,no dominant sense (top 0.33),
H5302,no.phach,proper-noun,Nofa,defEs-name,,"Nofa, un lugar en Moab",1.000,1,0.0003,Nophah,Nophah,tbesh-en-placeholder,,Nofa
H5303,ne.phil,proper-noun,propiamente,defEs-name,,"o נְפִל; de H5307 (נָפַל); propiamente, un derribador, es decir un matón o tira…",1.000,3,0.0010,Nephilim,Nephilim,tbesh-en-placeholder,,
H5304,ne.phi.sim,proper-noun,Nefusim,defEs-name,,"Nefusim, un sirviente del templo",1.000,1,0.0003,Nephisim,Nephisim,tbesh-en-placeholder,,Nefusim
H5305,na.phish,proper-noun,Nafis,defEs-name,,"Nafis, un hijo de Ismael, y su posteridad",1.000,3,0.0010,Naphish,Naphish,tbesh-en-placeholder,,Nafis
H5306,no.phekh,mechanical,brillante,definition_es-head,,"brillante; una gema, probablemente el granate (carbunclo)",1.000,4,0.0013,emerald,brillante,definition_es-head,,
H5307,na.phal,judgment,caer,definition_es-head,,"caer, en una gran variedad de aplicaciones (intransitiva o causativa, literal o…",0.514,434,0.1423,to fall,,,no dominant sense (top 0.51),
H5308,ne.phal,judgment,caer,definition_es-head,,"(arameo) caer, en gran variedad de aplicaciones (intransitivo o causativo, lite…",0.545,11,0.0036,to fall,,,no dominant sense (top 0.55),
H5309,ne.phel,mechanical,algo caído,definition_es-head,,"algo caído, es decir un aborto",1.000,3,0.0010,miscarriage,algo caído,definition_es-head,,
H5310,na.phats,judgment,destrozar,definition_es-head,,"destrozar, o dispersar",0.727,22,0.0072,to shatter,,,no dominant sense (top 0.73),
H5311,ne.phets,mechanical,tormenta,definition_es-head,,una tormenta (que dispersa),1.000,1,0.0003,storm,tormenta,definition_es-head,,
H5312,ne.phaq,judgment,salir,definition_es-head,,"(arameo) salir; causativamente, sacar",0.455,11,0.0036,to go out,,,no dominant sense (top 0.45),
H5313,niph.qa,mechanical,salida,definition_es-head,,"(arameo) una salida, es decir gasto",1.000,2,0.0007,cost,salida,definition_es-head,,
H5314,na.phash,mechanical,respirar,definition_es-head,,"respirar; pasivamente, ser refrescado, es decir (figurativamente) reanimado (co…",1.000,3,0.0010,be refreshed,respirar,definition_es-head,,
H5315,ne.phesh,judgment,alma / vida / ser,hand-weighted,weighted,"de H5314 (נָפַשׁ); propiamente, una criatura que respira, es decir, animal de (…",0.293,754,0.2472,soul,,,denylist,
H5316,ne.phet,proper-noun,altura,defEs-gentilic,,una altura (elevación),0.667,3,0.0010,Naphath,Naphath,tbesh-en-placeholder,,
H5317,no.phet,judgment,goteo,definition_es-head,,"un goteo, es decir de miel (del panal)",0.800,5,0.0016,honey,,,no dominant sense (top 0.80),
H5318,neph.to.ach,proper-noun,Neftoa,defEs-name,,"Neftoa, un lugar en Palestina",1.000,2,0.0007,Nephtoah,Nephtoah,tbesh-en-placeholder,,Neftoa
H5319,naph.tul,mechanical,luchado,definition_es-head,,"propiamente, luchado; pero usado (en plural) transitivamente, una lucha",1.000,1,0.0003,wrestling,luchado,definition_es-head,,
H5320,naph.tu.chim,proper-noun,Naftuhim,defEs-name,,"Naftuhim, una tribu egipcia",1.000,2,0.0007,Naphtuhim,Naphtuhim,tbesh-en-placeholder,,Naftuhim
H5321,naph.ta.li,proper-noun,Neftalí,defEs-name,,"Neftalí, un hijo de Jacob, con la tribu descendiente de él, y su territorio",1.000,51,0.0167,Naphtali,Naphtali,tbesh-en-placeholder,,Neftalí
H5322,nets,judgment,flor,definition_es-head,,una flor (por su brillo); también un halcón (por su veloz vuelo),0.750,4,0.0013,flower,,,no dominant sense (top 0.75),
H5323,na.tsa,mechanical,huir,tbesh-map,,irse,1.000,1,0.0003,to flee,huir,tbesh-map,,
H5324,na.tsav,judgment,apostar,definition_es-head,,"apostar / estacionar, en varias aplicaciones (literal o figuradamente); poner e…",0.360,75,0.0246,to stand,,,no dominant sense (top 0.36),
H5325,nits.tsav,mechanical,fijo,definition_es-head,,"fijo, es decir un mango",1.000,1,0.0003,hilt,fijo,definition_es-head,,
H5326,nits.bah,mechanical,fijeza,definition_es-head,,"(arameo) fijeza, es decir firmeza",1.000,1,0.0003,firmness,fijeza,definition_es-head,,
H5327,na.tsah,judgment,luchar,tbesh-head-es,,"raíz primitiva; propiamente, salir, es decir, (por implicación) ser expulsado,…",0.500,10,0.0033,to struggle,,,no dominant sense (top 0.50),
H5328,nits.tsah,mechanical,flor,definition_es-head,,una flor,1.000,2,0.0007,flower,flor,definition_es-head,,
H5329,na.tsach,judgment,también como denominativo de,definition_es-loose,,"raíz primitiva; también como denominativo de H5331 (נֶצַח); propiamente, reluci…",0.600,10,0.0033,to conduct,,,no dominant sense (top 0.60),
H5330,ne.tsach,mechanical,distinguirse,tbesh-head-es,,,1.000,1,0.0003,to distinguish oneself,,tbesh-untranslated,,
H5331,ne.tsach,mechanical,meta,definition_es-head,,"o נֵצַח; de H5329 (נָצַח); propiamente, una meta, es decir, el objeto brillante…",0.930,43,0.0141,perpetuity,meta,definition_es-head,,
H5332,ne.tsach,mechanical,jugo de uva,definition_es-head,,jugo de uva (rojo como sangre),1.000,2,0.0007,lifeblood,jugo de uva,definition_es-head,,
H5333,ne.tsiv,judgment,algo estacionado,definition_es-head,,"algo estacionado, es decir, un prefecto, una guarnición militar, una estatua, c…",0.818,11,0.0036,garrison,,,no dominant sense (top 0.82),
H5334,ne.tsiv,proper-noun,Nesib,defEs-name,,"Nesib, un lugar en Palestina",1.000,1,0.0003,Nezib,Nezib,tbesh-en-placeholder,,
H5335,ne.tsi.ach,proper-noun,Nesía,defEs-name,,"Nesía, un sirviente del templo",1.000,2,0.0007,Neziah,Neziah,tbesh-en-placeholder,,
